objid
1237662225679843581
1237679476398162180
1237665430237872690
1237654391636623472
1237663478723183590
1237679562301047299
1237651251483509359
1237662638520205536
1237667108498768074
1237663783663698754
1237679478552658625
1237654654179016828
1237667730196660238
1237679479079240182
1237652899162161574
1237668296594358308
1237663784741437769
1237655369289302338
1237680277408514580
1237665098454335561
1237666245222335188
1237657192516616362
1237660241386143839
1237655463238762748
1237678894428193060
1237680508260647750
1237651753459318892
1237658800426254661
1237658204509045076
1237656568112743612
1237674366455710559
1237679168764444913
1237679543507681592
1237661872405611131
1237678918595706991
1237672764979086052
1237663783675166917
1237667288886411940
1237665331457687685
1237661872403382486
1237651191885529515
1237657628456190023
1237666408440070511
1237652598501867701
1237652901311938623
1237663307992596664
1237660241386865075
1237660241385619756
1237657776078323746
1237679476946174238
1237651252022804659
1237671941414715464
1237660343389586266
1237665129096806681
1237662237478682630
1237657070090846399
1237674372362404366
1237679582158061976
1237661360767762734
1237666407363444800
1237666408439611955
1237666186183770256
1237661136884924589
1237656569185044888
1237672793959890970
1237662529530626329
1237658204492529703
1237663917345669319
1237663547970880124
1237652900238393804
1237653650772656292
1237661849859916014
1237665015775166517
1237662225675911277
1237669680653598852
1237679476406354165
1237678806381756792
1237679503254159704
1237663277929988698
1237680071248904726
1237663547977171101
1237659743703597420
1237651252562690199
1237654383051801024
1237663277392462336
1237662501080597224
1237678660894916628
1237665569299890646
1237668504901582983
1237661958833701212
1237670015115133405
1237657775005761874
1237667550344380470
1237668293910003779
1237680099167109156
1237655691404640705
1237667781205492150
1237661065491513590
1237655108911235120
1237648705127579837
1237657070087962976
1237665372257583420
1237652598494593104
1237654383049441882
1237667736113971363
1237657630603280875
1237663547435778709
1237652899155345506
1237663787419370256
1237658205031171038
1237674290754814756
1237670965384380477
1237678881009173395
1237678879414419937
1237656568112612546
1237665566612914633
1237663783138426983
1237653613722009754
1237671937117913422
1237652942092435768
1237657070092681700
1237655464848130118
1237664338245452047
1237664093967090360
1237679541890777442
1237665530639155445
1237656237399146933
1237663787414324339
1237665429168783613
1237651496832532949
1237678919132709057
1237669701587763704
1237665227840750282
1237667782291816641
1237678920195834114
1237659119337865371
1237658917458412112
1237663457776108600
1237663783136067708
1237678617437667584
1237661874008817852
1237666338652356641
1237680528671703081
1237660343933141254
1237665368499028080
1237660413186474134
1237652899134505226
1237664295296827771
1237678859016995226
1237671265498955865
1237661358620672448
1237663784750023376
1237663479800660695
1237655348892664175
1237666300553986321
1237661434849460364
1237655499737923792
1237663543151296644
1237654880192430252
1237678579291521110
1237680069100831110
1237664336645062918
1237663785280733325
1237678881551810646
1237660024521883871
1237670964848820316
1237648720687202575
1237667254530736771
1237657070090715212
1237655504033481041
1237657591932780801
1237661355934351674
1237671262276092134
1237662526845616320
1237657587096093089
1237661970117230717
1237655347811975592
1237665367960715789
1237663783139279057
1237678833761714337
1237645943979638997
1237661435930346360
