objid
1237654381441581372
1237655130370605256
1237648705128104293
1237663783139803473
1237680297807642783
1237672763367751782
1237678890132177857
1237678595929604667
1237654604779029323
1237655470207729931
1237652899698835967
1237672796109733940
1237674473828450339
1237660241386865075
1237652901310562469
1237666299485093971
1237666408439611955
1237664337178394892
1237657627913289783
1237679503787229360
1237666340798070801
1237671935509202266
1237656568112743612
1237652900772905115
1237678617408569921
1237658800425009233
1237679476943945947
1237680247888019640
1237651272424882321
1237651272952120099
1237661387602330031
1237661435930346360
1237657192516616362
1237655465916564001
1237678918587122061
1237668603682488630
1237662500004298777
1237678806384246923
1237670964848820316
1237659326553719249
1237667228220981859
1237655493832081529
1237657591386013775
1237652900238000191
1237664671645302988
1237658311867564467
1237657771787419832
1237658423011508351
1237663787958206742
1237658310796312647
1237679476406354165
1237663784206860851
1237667733956329650
1237672816511091204
1237680298343269367
1237668603144241867
1237663277922255494
1237651191885529515
1237661435925561581
1237663543151296644
1237648703503401378
1237679435596628514
1237663783680278540
1237663543675258478
1237680069639537074
1237662636368920978
1237657071159083211
1237666407921680512
1237667731272499549
1237657772318720438
1237665569290715158
1237661137423237780
1237678578754781358
1237666244686053971
1237655129303417104
1237654626789229053
1237657191978762684
1237657772318523966
1237651755077861501
1237657192518910206
1237655124466532833
1237680306398561447
1237663782600442028
1237651736314642678
1237663783675166917
1237651250945196106
1237660241385095369
1237658612516454565
1237663917347701091
1237665025981415662
1237657630600856328
1237657769635151911
1237665357231358646
1237678857933619766
1237651252022804659
1237661874008817852
1237661149768515715
1237667253455749918
1237665530645774375
1237666301090463951
1237663784209351065
1237660025033719843
1237660937702015361
1237663783667826823
1237674462029021676
1237656567583605567
1237667442433785861
1237662301903519992
1237657858222129743
1237657069547749861
1237649921114308707
1237663784744059574
1237650762928947811
1237679167161499755
1237680284918415625
1237678617410273820
1237668603145486517
1237674655827624281
1237680502891217145
1237666309633147121
1237665330400198758
1237665097390882834
1237656906354720881
1237679476406223307
1237663547435778709
1237678617972375614
1237662524694790259
1237656569185044888
1237657775005761874
1237679542974611876
1237667783890043404
1237679254665888651
1237657189813977783
1237663783125647557
1237653436545106103
1237661125608473718
1237666339725508989
1237678892275794771
1237648722837307723
1237652599027269702
1237680296742224261
1237661958831210722
1237663237130617130
1237668348681060600
1237655108908810322
1237658612518420724
1237657858217017369
1237646587710473458
1237657855532335509
1237679477479506628
1237663237129437363
1237663783135805549
1237667431173587150
1237663546907033909
1237665368498700414
1237663546367869460
1237656567041164354
1237663546367083237
1237678598091375190
1237663784216298116
1237664093979148719
1237665535465882361
1237655125539029051
1237678597000725020
1237667113337619083
1237665570901459242
1237678601853141586
1237663784195785270
1237658311333249279
1237665015775166517
1237667536923722072
1237663542065038668
1237659162816414699
1237645943978656371
1237665127470006857
1237663543675257795
1237679321788842577
1237661950809800963
1237678881009173395
1237666300559360312
1237680273109156862
1237653665255588099
1237658298987774314
1237667289423151461
1237649962993451307
1237669761187447315
1237671764251639864
1237656906342728245
1237663543675061245
1237658802039685703
1237664089682019353
1237680444371763525
1237651538723799218
1237663916261704491
1237666299481686701
1237661418212098266
1237658491739308216
1237668271367717071
1237651251483509359
1237679562301702351
1237652938328900404
1237654880740901077
1237664672179945626
1237660239777562922
1237678618493649909
1237679433987850272
1237661086414929983
1237679542971400492
1237655465923641922
1237665330919178385
1237661385994797214
1237665536543424970
1237665429168783613
1237655107830153400
1237661386010592022
1237650761315910304
1237678906258620761
1237651272960180341
1237661976547426379
1237666408439546042
1237665440442417323
1237679460822483556
1237668289615430073
1237663546366689653
1237663278461616617
1237680000377619141
1237678854694962652
1237679461901009577
1237663238741885085
